SNo,Class Name,GPT3 discription
288,setting table,"

Setting a table is the act of arranging dishes, cutlery, and other items in preparation for a meal. This is usually done before guests arrive or before a family meal. It involves arranging plates, glasses, and silverware in a pleasing and organized manner, as well as adding decorations"
289,shaking hands,"

Shaking hands is a common gesture of greeting or farewell between two people. It involves two people grasping each other's right hands, and often involves a brief up-and-down movement of the grasped hands. Shaking hands is an expression of goodwill, indicating an agreement or understanding between two"
290,shaking head,"

Shaking one's head is an action performed by humans to indicate disagreement, disbelief, or disapproval. It involves a rapid back and forth motion of the head, typically from side to side. This action can be used as a gesture to express a negative opinion or response, or to indicate confusion"
291,sharpening knives,"

Sharpening knives is an action performed by humans to make the blade of a knife sharper. It involves using a sharpening stone or a similar tool to grind the blade edge against the stone to create a sharper edge. It is important to use the correct technique and sharpening angle to ensure the"
292,sharpening pencil,"

Sharpening a pencil is an action performed by humans to sharpen the tip of a pencil. This is usually done by inserting the pencil into a sharpener and twisting it until the desired shape is achieved. The pencil is then removed and the newly sharpened tip is ready for use."
293,shaving head,"

Shaving one's head is an action performed by humans in which the hair on the head is cut off with a razor or electric razor. It can be done for a variety of reasons, such as to reduce the amount of hair on the head, to create a certain style, or to"
294,shaving legs,"

Shaving legs is an action performed by humans to remove hair from the legs. It is typically done with a razor and shaving cream or gel to help the razor glide over the skin. The process involves running the razor over the skin in a downward motion, and then rinsing off the"
295,shearing sheep,"

Shearing sheep is an action performed by humans to remove the wool from the sheep. The process involves shearing the sheep with clippers or shears to cut off the wool, which is then collected and processed into various products. Shearing is typically done during the spring and summer months when"
296,shining shoes,"

Shining shoes is an action performed by humans to make leather shoes look clean and shiny. It usually involves applying a polish to the leather, buffing it in with a cloth, and then buffing it out to a shine. It can also involve the use of a shoe brush, and"
297,shooting basketball,"

Shooting basketball is an action performed by a human that involves throwing a basketball up to the hoop with the intention of scoring a basket. It requires skill and accuracy to launch the ball in a way that it will go through the hoop without hitting the backboard or the rim. It also requires"
298,shooting goal (soccer),"

Shooting a goal in soccer is an action performed by a player where they attempt to kick the ball into the opposing team's goal in order to score a point. The player must use their feet, head, or any other part of their body to kick the ball towards the goal. The"
299,shot put,"

Shot put is a track and field event in which a heavy metal ball is thrown as far as possible from a 7-foot diameter circle. The athlete performing the shot put stands in the circle and throws the ball with one hand. The athlete must keep the shot put within the circle until it"
300,shoveling snow,"

Shoveling snow is an action performed by humans to clear snow from a surface, such as a driveway or sidewalk. It involves using a shovel to scoop up the snow, and then throwing it away from the area being cleared. Shoveling snow can be a strenuous task,"
301,shredding paper,"

Shredding paper is an action performed by humans to reduce paper documents into small, thin pieces. It is usually done to protect confidential information from being accessed by unauthorized individuals. Shredding is done with a machine that uses blades to cut the paper into tiny strips or confetti-like"
302,shuffling cards,"

Shuffling cards is an action performed by humans to mix up a deck of playing cards. It is usually done by holding the deck in one hand and using the other hand to move the cards around in a variety of ways. The most common shuffling technique is the ""riffle"
303,side kick,"

A side kick is a martial arts technique where a person strikes with their leg in a powerful and swift motion. It is typically used as a defensive move to counter an attack or to surprise an opponent. The move is performed by thrusting the leg out straight and then snapping it back quickly."
304,sign language interpreting,"

Sign language interpreting is an action performed by humans to facilitate communication between deaf people and hearing people. The interpreter acts as a bridge between the two parties, translating spoken language into sign language and vice versa. Sign language interpreting requires specialized skills, knowledge, and training in order to accurately convey the meaning"
305,singing,"

Singing is an action performed by humans to express emotion and communicate ideas through musical sounds. It is a form of art that can be used to entertain, tell stories, and convey feelings. Singing can be done alone or with others, and is often accompanied by instruments such as a guitar"
306,situp,"

A situp is an exercise action performed by humans to strengthen the core muscles of the body. It involves lying on the floor with the back flat against the ground and then raising the upper body so the elbows touch the knees. This action is often done in sets of repetitions, and can"
307,skateboarding,"

Skateboarding is an action sport performed by people using a skateboard. It involves riding and performing tricks using a skateboard. Skateboarding can be done in skate parks, on streets, and in other public spaces. Skateboarding is a form of self-expression, creativity,"
308,ski jumping,"

Ski jumping is a winter sport in which athletes ski down a take-off ramp and launch themselves into the air, attempting to travel the farthest distance before landing. It is an incredibly technical and exciting sport that requires a combination of physical and mental strength, agility, and precision. Ski"
309,skiing (not slalom or crosscountry),"

Skiing is a popular winter sport in which participants use skis to glide over snow-covered terrain. It is typically performed on a downhill slope and involves a combination of balance, coordination, and strength. Skiing can be done recreationally or competitively, and is enjoyed by people"
310,skiing crosscountry,"

Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance. It is a great form of exercise that combines the thrill of skiing with the challenge of navigating the terrain."
311,skiing slalom,"

Skiing slalom is a technical alpine skiing discipline in which the skier must navigate a course marked by poles (or gates) spaced more closely than those in giant slalom and super-G. The skier must pass between the poles, making quick, tight turns"
312,skipping rope,"

Skipping rope is an aerobic exercise activity that involves jumping over a rope in a continuous motion. It is an effective way to improve cardiovascular fitness, coordination, agility, and balance. Skipping rope also helps to build strength and endurance in the legs, arms, and core muscles. It"
313,skydiving,"

Skydiving is an extreme sport in which a person jumps out of an airplane or other aircraft and parachutes to the ground. It is an exhilarating experience that involves the thrill of freefalling through the air before the parachute is deployed, and then the peaceful descent back to the ground"
314,slacklining,"

Slacklining is an action sport in which a person balances on a suspended length of flat webbing that is tensioned between two anchors. It is similar to tightrope walking and is often used as a form of exercise or for recreation. Slacklining requires strength, balance, and concentration"
315,slapping,"

Slapping is an action performed by humans in which one person strikes another with an open hand, usually across the face or head. It is typically done in an act of aggression or frustration, and is often seen as a form of physical violence."
316,sled dog racing,"

Sled dog racing is an action performed by humans that involves the use of sled dogs to race across a variety of surfaces, including snow, ice, and dirt. The sport has a long history, with records of sled dog racing dating back to the late 1800s. In modern times,"
317,smoking,"

Smoking is an action performed by humans in which a substance, such as tobacco, is burned and the smoke is inhaled and exhaled. It is often done as a recreational activity, but can also be done as a means of obtaining nicotine, which is an addictive substance found in tobacco"
318,smoking hookah,"

Hookah smoking is an activity performed by humans in which tobacco is smoked through a water pipe. The tobacco is placed in a bowl at the top of the hookah, and the smoke is drawn through the water and inhaled through a hose. Hookah smoking is often a communal activity"
319,snatch weight lifting,"

Snatch weight lifting is an action performed by humans in which a barbell is lifted from the ground to overhead in one continuous motion. It is a complex lift that requires strength, power, and coordination. The snatch is one of the three lifts contested in the sport of weightlifting and is"
320,sneezing,"

Sneezing is an action performed by humans as a reflexive response to irritants in the nose. It is an expulsion of air from the lungs through the nose and mouth, and is accompanied by a distinctive sound. It is a protective measure that helps to clear the nasal passages of"
321,sniffing,"

Sniffing is the act of inhaling deeply through the nose to detect a scent or odor. It is often used as a method of detecting a particular substance, such as drugs, alcohol, or food. Sniffing can also be used to detect the presence of a person or animal"
322,snorkeling,"

Snorkeling is an aquatic activity in which a person swims on the surface of the water while wearing a snorkel, a face mask, and a flotation device. The snorkel allows the person to breathe through their mouth and nose while keeping their face submerged beneath the"
323,snowboarding,"

Snowboarding is a popular winter sport in which a person rides down a snow-covered slope on a snowboard, a short board resembling a wide ski. The sport combines elements of skateboarding, surfing, and skiing. The rider uses their feet to control the direction and speed of the board"
324,snowkiting,"

Snowkiting is an action sport that combines elements of skiing, snowboarding, kiteboarding, and paragliding. It involves using a kite to propel oneself across a snowy terrain. The kite is usually attached to a harness worn by the snowkiter, who controls"
325,snowmobiling,"

Snowmobiling is an outdoor activity that involves riding on a motorized snow vehicle, typically a snowmobile. It is a popular winter sport that can be enjoyed in many areas where snow is present. It requires skill to maneuver the vehicle, as well as an understanding of the terrain and an"
326,somersaulting,"

Somersaulting is a gymnastic move in which a person does a complete rotation of the body in the air while maintaining balance. It is usually performed with a forward or backward flip, and can be done either on the ground or in the air. Somersaulting requires a combination of"
327,spinning poi,"

Spinning poi is an action performed by humans with two balls or weights attached to the ends of two strings or cords. The poi is held in the hand and swung in circles, usually in a figure-eight pattern, or in other patterns. The poi can be spun in"
328,spray painting,"

Spray painting is a type of painting that involves the use of a spray gun to apply a thin, even coat of paint to a surface. It is often used to paint large surfaces, such as walls, ceilings, and fences. Spray painting is often used to create a uniform, professional"
329,spraying,"

Spraying is an action performed by humans that involves the use of a device to disperse a liquid, powder, or other substance in the form of a fine mist or aerosol. It is often used to apply pesticides, herbicides, and other chemicals to crops and gardens, as well as"
330,springboard diving,"

Springboard diving is a gymnastics-based sport in which a diver performs a series of dives from a springboard into a pool. The diver stands on the board, which is usually mounted on a platform about five meters above the water. The diver then performs a series of flips, twists"
331,squat,"

Squat is a compound, full-body exercise that works a variety of muscles in the legs, hips, and core. It is a basic movement pattern used in many sports and activities. Squatting involves a person bending at the hips and knees to lower their body down towards the ground"
332,sticking tongue out,"

Sticking one's tongue out is a common gesture among humans, typically done as a form of expression or to convey a playful or mocking attitude. It may also be done to express frustration or disapproval."
333,stomping grapes,"

Stomping grapes is a traditional winemaking technique used to extract juice from grapes. It involves crushing the grapes with one's feet in a large vat or container. The juice is then drained from the container and used to make wine. Stomping grapes is a labor-intensive"
334,stretching arm,"

Stretching arms is an action performed by humans to increase flexibility and range of motion in their arms, shoulders, and upper back. It can also be used to relieve tension and improve posture. Stretching arms typically involves gently extending the arms out in front of the body, then moving"
335,stretching leg,"

Stretching the leg is an action performed by humans to increase flexibility and range of motion in the leg muscles. It can be done either statically (holding a stretch for a certain amount of time) or dynamically (moving through a range of motion while stretching). Stretching the leg can"
336,strumming guitar,"

Strumming guitar is an action performed by a human using their fingers or a pick to sweep or brush across the strings of a guitar. This creates a rhythmical sound that is used to accompany singing or other instruments. Strumming can be used to create a variety of musical styles and"
337,surfing crowd,"

Surfing crowd is a group of people who come together to enjoy the thrill and excitement of riding waves in the ocean. They often come from all walks of life and range in age, gender, and skill level. Surfing crowd is an action sport that requires physical strength, skill, and"
338,surfing water,"

Surfing water is an action sport in which a person rides a wave on a surfboard, bodyboard, skis, or other type of watercraft. The goal is to ride the wave and perform tricks and maneuvers while staying on the wave. Surfing requires strength, balance, and"
339,sweeping floor,"

Sweeping the floor is an action performed by humans to clean a floor surface of dirt, dust, and debris. It is usually done with a broom, a dustpan, and a dust mop. The broom is used to sweep the dirt and debris off the floor, while the dust"
340,swimming backstroke,"

Swimming backstroke is a swimming style performed by a swimmer lying on their back and using a flutter kick and a simultaneous circular arm motion to propel themselves through the water. The swimmer's head should remain above the surface of the water at all times. Backstroke is one of"
341,swimming breast stroke,"

Swimming breast stroke is a swimming style that is performed by humans. It is a slow, relaxed stroke that is efficient and easy to learn. It involves the use of both arms and legs in a simultaneous, alternating motion. The arms move in a circular motion underwater and the legs move in"
342,swimming butterfly stroke,"

Butterfly stroke is a swimming style performed by humans in which both arms move symmetrically, with a dolphin-like kick. The arms move simultaneously out of the water in a circular motion and then pull back in a windmill-like motion underwater. The kick is a simultaneous up"
343,swing dancing,"

Swing dancing is a form of partner dance that originated in the 1920s and 1930s. It is characterized by its fast-paced, energetic moves and upbeat music. It is typically performed with a partner, and involves a lot of improvisation, as well as a variety of moves such"
344,swinging legs,"

Swinging legs is an action performed by humans when they walk or run, where their legs move back and forth in an alternating pattern. It involves the bending and extending of the knees and hips as the legs move forward and backward in a rhythmic pattern. This action helps to propel the"
345,swinging on something,"

Swinging on something is a fun and thrilling activity often enjoyed by children and adults alike. It involves using a rope, swing, or other object to propel oneself through the air, either for recreational purposes or to reach a higher point. Swinging can provide an adrenaline rush and can be"
346,sword fighting,"

Sword fighting is an action performed by humans where two opponents battle against each other with swords. It involves a combination of physical strength, agility, and strategy to outwit and outmaneuver the opponent. Sword fighting requires both physical and mental focus, as well as an understanding of the weapon"
347,tai chi,"

Tai Chi is an ancient Chinese martial art form that combines slow, graceful movements with deep breathing and meditation. It is a form of exercise and movement therapy that has been practiced for centuries and is believed to provide both physical and mental health benefits. Tai Chi is a low-impact exercise that helps"
348,taking a shower,"

Taking a shower is an action performed by humans to cleanse the body and remove dirt, sweat, and oils. It typically involves standing in a shower stall or bathtub and using a showerhead to rinse the body with warm or hot water. Soap, shampoo, and conditioner may"
349,tango dancing,"

Tango dancing is a passionate and sensual partner dance that originated in Argentina. It is characterized by its intricate footwork, dramatic movements, and close embrace. The dance is often seen as a romantic expression of two people in a close embrace, and is usually performed to a slower tempo of"
350,tap dancing,"

Tap dancing is an art form and style of dance characterized by a rhythmic tapping sound. It involves a series of intricate steps and movements of the feet, often performed with music. It is often used in musical theater, jazz, and other forms of dance. Tap dancing is an athletic activity"
351,tapping guitar,"

Tapping guitar is an advanced technique used by guitarists to produce a percussive sound by quickly tapping their pick or fingers on the strings of the guitar. This technique is used to create a staccato-like sound with a wide range of dynamics and tones. It involves the"
352,tapping pen,"

Tapping a pen is an action performed by humans as a form of expression or to relieve stress. It is a repetitive motion, usually involving tapping the pen against a surface such as a desk or table. It can also be used to express impatience or frustration."
353,tasting beer,"

Tasting beer is an action performed by humans that involves taking a small sip of the beer, swirling it around in the mouth to experience the flavor and aroma, and then swallowing or spitting it out. It is a way to evaluate the beer and to appreciate its flavor, aroma, and overall"
354,tasting food,"

Tasting food is an action performed by humans to evaluate the flavor, texture, and aroma of a particular food item. It involves using the senses of taste and smell to identify the components of a food item, and to determine whether it is pleasing or not. Taste is the primary sense used"
355,testifying,"

Testifying is the act of giving evidence or testimony in a court of law, or in an administrative or other legal proceeding. It involves swearing an oath to tell the truth, and then giving an account of the relevant facts or events. Testifying is a critical part of the legal process and"
356,texting,"

Texting is an action performed by humans in which they send and receive messages via a mobile device or computer. It is a form of communication which is often used to send short messages, such as text messages, emails, and instant messages. Texting can be used for both personal and business"
357,throwing axe,"

Throwing an axe is an action performed by a human in which they use their strength and coordination to launch the axe at a target. It requires a lot of practice and skill to be able to accurately and safely throw an axe. The axe is typically held by the handle and thrown with a"
358,throwing ball,"

Throwing a ball is an action performed by humans that involves propelling an object, usually a round object such as a ball, with the use of the arm and hand. The action of throwing a ball requires the individual to use their arm and hand to propel the object in a specific direction"
359,throwing discus,"

Throwing a discus is an Olympic track and field event in which a discus is thrown from a circular throwing area with the aim of achieving maximum distance. The discus is a heavy metal disc, usually made of brass, with a diameter of approximately 220mm. The thrower stands"
360,tickling,"

Tickling is an action performed by humans that involves lightly touching the body in a way that causes a pleasant, tingling sensation. It is often used as a form of play between two or more people, and can be used to evoke laughter and other positive emotions."
361,tobogganing,"

Tobogganing is an action performed by humans that involves sliding down a snow-covered slope on a specially designed sled. It is a popular winter activity enjoyed by people of all ages. The person sits on the sled and uses their feet to push off the ground and gain speed."
362,tossing coin,"

Tossing a coin is a common action performed by humans in order to make a random decision or to settle an argument. It involves throwing a coin in the air and then catching it in the same hand to reveal a result. The result is usually heads or tails, with the two sides"
363,tossing salad,"

Tossing a salad is an action performed by humans to mix the ingredients of a salad together. It involves taking all the ingredients, such as lettuce, vegetables, dressings, and other toppings, and combining them together in a bowl. The ingredients are then tossed together with a spoon"
364,training dog,"

Training a dog is an action performed by humans to teach a dog specific behaviors. It involves using positive reinforcement, such as treats or praise, to reward desired behaviors and discourage undesired behaviors. Training can involve basic commands such as sit, stay, and come, as well as more complex behaviors"
365,trapezing,"

Trapezing is an acrobatic activity in which a person swings from a suspended bar or trapeze. It is usually performed in a circus or other entertainment venue, and involves performing various stunts and maneuvers while suspended in the air. Trapezing requires strength, agility, and balance"
366,trimming or shaving beard,"

Trimming or shaving a beard is an action performed by humans to groom and maintain facial hair. It typically involves using scissors, clippers, and/or electric razors to cut and shape the beard into a desired style. It can also involve the use of shaving cream and aftersh"
367,trimming trees,"

Trimming trees is the process of cutting away dead or overgrown branches and foliage to improve the health, safety, and appearance of a tree. This is usually done by a professional arborist or tree surgeon, but can also be done by a homeowner with the right tools and knowledge."
368,triple jump,"

Triple jump is a track and field event in which athletes jump using a hop, step and jump technique to cover the greatest horizontal distance. The hop is the first phase of the jump and is performed by the athlete taking off from one foot and landing on the same foot. The step is"
369,tying bow tie,"

Tying a bow tie is an action performed by humans to secure two ends of a piece of fabric around the neck in a symmetrical knot. The process involves looping the two ends of the fabric around each other and then tying the loops together. The action is usually done before wearing a"
370,tying knot (not on a tie),"

Tying a knot is an action performed by humans to secure two or more pieces of rope, string, or fabric together. It involves looping the strands around each other and then pulling them tight to create a secure bond. Knots can be used in a variety of applications, including securing"
371,tying tie,"

Tying a tie is an action performed by humans to secure a necktie around the neck and collar of a shirt. It is usually done with a special knot, such as a Windsor knot or a Half Windsor knot. The process of tying a tie requires precise movements and is often considered an"
372,unboxing,"

Unboxing is the action of opening a new product, usually a consumer electronics product, to remove it from its packaging. It is often done for the purpose of review and/or demonstration. Unboxing videos have become popular on YouTube and other social media platforms, with many people creating videos of"
373,unloading truck,"

Unloading a truck is the process of removing goods or cargo from the back of a truck. It involves opening the truck's rear doors, using a forklift or other lifting device to remove the goods, and then placing them in an appropriate area for storage or further transport. The process may"
374,using computer,"

Using a computer is an action performed by humans to carry out various tasks. Computers can be used for a variety of tasks, such as creating documents, browsing the internet, playing games, and much more. Computers are also used to store and process data, as well as to communicate"
375,using remote controller (not gaming),"

A remote controller is a device used to control a machine or device from a distance, usually wirelessly. It is most commonly used with televisions, DVD players, and home theatre systems, but can also be used to control other devices such as air conditioners, fans, and lights."
376,using segway,"

Segway is an action performed by human that allows them to move around on a two-wheeled, self-balancing, electric scooter. It is powered by a rechargeable battery and can reach speeds up to 15 mph. It is a fun and convenient way to get around in"
377,vault,"

Vault is an action performed by humans to store and protect valuable or sensitive items. It is typically used to store items such as money, jewelry, documents, and other valuable items. Vaulting involves the use of a secure, lockable container with a secure locking mechanism to protect the items"
378,waiting in line,"

Waiting in line is an action performed by humans to indicate their intention to receive a service or product. It is usually done by forming a queue of people in a specific order, with the first person in line being the first to receive the service or product. Waiting in line can be a"
379,walking the dog,"

Walking the dog is an action performed by humans in which they take their pet dog for a walk. This can be done for exercise, to relieve boredom, or to provide mental stimulation for the dog. It involves taking the dog on a leash to a designated area, such as a park"
380,washing dishes,"

Washing dishes is an action performed by humans to clean plates, bowls, utensils, and other kitchen items. It typically involves using soap and water to scrub the items, rinsing them in clean water, and drying them with a towel or cloth. It is an important part"
381,washing feet,"

Washing feet is an action performed by humans to clean and refresh their feet. It is typically done with warm water and soap, and involves scrubbing the feet with a washcloth or loofah to remove dirt, sweat, and dead skin cells. After washing, the feet are usually"
382,washing hair,"

Washing hair is an action performed by humans to keep their hair and scalp clean and healthy. It involves using shampoo and water to remove dirt and oils from the hair and scalp, and sometimes conditioner to add moisture and shine. Depending on the type of hair, it may also involve using"
383,washing hands,"

Washing hands is an action performed by humans to remove dirt, germs, and other contaminants from the hands. It is typically done with soap and water, but can also be done with other cleaning agents such as hand sanitizer. Washing hands is an important part of personal hygiene"
384,water skiing,"

Water skiing is an action sport in which a person is pulled behind a boat on skis, typically while standing up. The skier is typically towed at speeds of up to 30 mph, and can perform tricks and stunts such as jumps and spins. Water skiing requires balance and coordination, and"
385,water sliding,"

Water sliding is an action performed by humans where they slide down a slippery surface, usually a water slide, into a pool of water. It is usually done for fun and recreation but can also be used as a competitive sport. Water sliding involves the use of a wet surface to help propel the"
386,watering plants,"

Watering plants is an action performed by humans to provide water to plants in order to help them grow and thrive. This can be done by using a watering can, a hose, or a sprinkler to apply water to the soil around the plants. Watering plants helps to keep the soil"
387,waxing back,"

Waxing back is a method of hair removal that involves applying a warm wax to the back, then quickly removing it with a cloth strip. It is typically used to remove back hair and can be done at home or in a salon. Waxing back can provide longer-lasting results than"
388,waxing chest,"

Waxing chest is a hair removal method that involves applying a warm wax to the chest area and then using a cloth strip to pull the wax away, taking the hair with it. This method of hair removal can be used to remove hair in the chest area, creating a smooth, hair"
389,waxing eyebrows,"

Waxing eyebrows is a beauty treatment that involves the use of hot wax to remove unwanted hair from the eyebrows. The wax is applied to the area, then quickly pulled off, taking the hair with it. Waxing can be painful and can cause redness and irritation, but it is"
390,waxing legs,"

Waxing legs is a hair removal technique that involves applying a warm wax to the skin and then quickly ripping it off, taking the hair with it. This can be done either by a professional at a salon or spa, or at home with a waxing kit. Waxing can be"
391,weaving basket,"

Weaving a basket is an art form that has been practiced for centuries. It involves taking thin strands of natural materials such as reeds, grasses, and willow and weaving them together to form a basket. The weaver must have a good understanding of the materials and the techniques used"
392,welding,"

Welding is a fabrication or sculptural process that joins materials, usually metals or thermoplastics, by using high heat to melt the parts together and allowing them to cool, causing fusion. Welding is distinct from lower temperature metal-joining techniques such as brazing and sold"
393,whistling,"

Whistling is an action performed by humans in which air is passed through the lips, producing a sound. It is typically used as a way to express emotion or to attract attention. Whistling can also be used to communicate with other people over long distances."
394,windsurfing,"

Windsurfing is an action sport combining elements of sailing and surfing. It is performed by the use of a windsurfing board, which is propelled by the power of the wind on a sail. The surfer uses a combination of balance, agility and strength to maneuver the board and sail"
395,wrapping present,"

Wrapping a present involves carefully taking the present and placing it in the center of the wrapping paper. The person then folds the edges of the wrapping paper around the present, securing it with tape. After this, the person may add a bow or other decorative accents to the package."
396,wrestling,"

Wrestling is a physical combat sport that involves two competitors attempting to gain and maintain control of their opponent through the use of grappling techniques such as clinch holds, takedowns, joint locks, pins, and throws. It is a full-body contact sport that involves physical strength, speed, agility"
397,writing,"

Writing is a creative process that involves the use of language to express ideas and communicate information. It is a form of communication that allows people to express their thoughts, feelings, and opinions through the written word. Writing can be used to convey a message, tell a story, or share information."
398,yawning,"

Yawning is an action performed by humans as a response to boredom, tiredness, or stress. It is a reflexive action that involves taking a deep breath, opening the mouth wide, and exhaling slowly. It is often accompanied by stretching of the arms and legs, and a"
399,yoga,"

Yoga is a physical, mental, and spiritual practice or discipline which originated in ancient India. It involves breath control, simple meditation, and the adoption of specific bodily postures. It is widely practiced for health and relaxation."
400,zumba,"

Zumba is an aerobic fitness program created in the 1990s. It is a dance-based workout that combines Latin and international music with dance moves. Zumba routines incorporate interval training, alternating fast and slow rhythms and resistance training to tone and sculpt the body while burning fat. The"
